Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
93,Lord of the Root,VulnHub,0,Linux,SSH + Hidden Web Service,Hard,3,Network Exploitation,Port Knocking + Web Exploitation + Credential Attack + Kernel Privilege Escalation,Port Knocking (Nmap) → Hidden Service Discovery → Robots.txt Analysis → Base64 Decoding → Directory Discovery → Login Form SQL Injection (SQLMap) → Credential Extraction → SSH Brute Force (Metasploit) → Reverse Shell → TTY Shell Upgrade → Kernel Enumeration → Kernel Exploit Execution → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Port Knocking; Robots.txt Analysis; Encoding/Decoding; Directory Bruteforce; SQL Injection; Credential Extraction; SSH Brute Force; Reverse Shell; TTY Shell Upgrade; Kernel Exploitation; Command Execution,Port Scanning; Port Knocking; Robots.txt Analysis; Encoding/Decoding; Directory Enumeration; SQL Injection; Credential Extraction; SSH Brute Force; Reverse Shell; TTY Shell Upgrade; Kernel Exploitation,3.5-4.5 hours,4,11,Web + Network + System Exploitation (Port Knocking → Web → SSH → Kernel)
94,Acid Reloaded,VulnHub,0,Linux,SSH + Hidden Web Service,Hard,3,Network Exploitation,Port Knocking + Web Exploitation + Forensics + Privilege Escalation,Port Knocking (Netcat) → Hidden HTTP Service Discovery → Directory Bruteforce (Dirb/DirBuster) → Authentication Bypass (HTTP Referer Manipulation) → SQL Injection (SQLMap) → File Extraction (Foremost) → Archive Extraction (RAR) → Metadata Analysis → Base64 Decoding → Credential Extraction → SSH Brute Force (Hydra) → SSH Login → Local Exploit Execution (OverlayFS) → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Port Knocking; Directory Bruteforce; Authentication Bypass; SQL Injection; File Carving; Archive Extraction; Metadata Analysis; Encoding/Decoding; Credential Extraction; SSH Brute Force; Local Exploitation; Command Execution,Port Scanning; Port Knocking; Directory Bruteforce; Request Manipulation; SQL Injection; File Carving; Archive Extraction (RAR); Metadata Analysis; Encoding/Decoding; SSH Brute Force; Privilege Escalation,4-5 hours,4.5,13,Web + Network + Forensics + System Exploitation (Port Knocking → Web → SSH → Local Exploit)
95,HackDay Albania,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + File Upload + Privilege Escalation via /etc/passwd Manipulation,Robots.txt Analysis → Hidden Directory Discovery → SQL Injection (Authentication Bypass) → File Upload Bypass (PHP Shell as JPG) → Reverse Shell Execution → TTY Shell Upgrade → Writable File Discovery (/etc/passwd) → Password Hash Generation (OpenSSL) → File Transfer (HTTP Server) → /etc/passwd Overwrite → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Robots.txt Analysis; Directory Bruteforce; SQL Injection; File Upload Bypass; Reverse Shell; TTY Shell Upgrade; Writable File Discovery; Hash Cracking; File Transfer; Privilege Escalation; Command Execution,Web Enumeration; Robots.txt Analysis; Directory Enumeration; SQL Injection; File Upload Bypass; Reverse Shell; TTY Shell Upgrade; Writable File Abuse; Hash Cracking; File Transfer,3-4 hours,3.5,11,Web + System Exploitation (HTTP → Reverse Shell → Privilege Escalation)
96,Fortress,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + Command Injection + Credential Cracking + Symlink Abuse,Directory Bruteforce (DirBuster) → Command Injection (HTTP Parameter via BurpSuite) → File Enumeration → Sensitive File Access (/etc/passwd) → Hash Extraction → Custom Wordlist Generation (Crunch) → Password Cracking (John the Ripper) → SSH Login → Symlink Creation → File Access Bypass → Privilege Escalation → Flag Retrieval,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Command Injection; File Enumeration; Sensitive File Access; Hash Extraction; Wordlist Generation; Password Cracking; SSH Access; Symlink Abuse; Privilege Escalation; Command Execution,Web Enumeration; Directory Bruteforce; Command Injection; File Enumeration; Sensitive File Access; Hash Cracking; Wordlist Generation; SSH Access; Symlink Abuse,3-4 hours,3.5,11,Web + System Exploitation (HTTP → SSH → Local Abuse)
97,USV,VulnHub,0,Linux,Web Server + SSH + FTP + Proxy + MySQL,Hard,3,Web Exploitation,Web Exploitation + Crypto Analysis + WordPress Exploitation + Privilege Escalation (PATH Hijacking),SSH Banner Analysis → Base64 + AES Decryption → Web Enumeration → Cookie Analysis (BurpSuite) → Proxy Abuse → WordPress Discovery → Content Enumeration → Dictionary Generation (CeWL) → Credential Discovery → FTP Access → WordPress Admin Access → Webshell Upload (Theme Edit) → Reverse Shell (Meterpreter) → PATH Hijacking (SUID-like Binary Abuse) → Root Access → Flag Retrieval,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Cryptographic Analysis; Encoding/Decoding; Decryption; Cookie Analysis; Proxy Abuse; WordPress Enumeration; Wordlist Generation; Credential Discovery; FTP Access; Webshell Upload; Reverse Shell; PATH Hijacking; Privilege Escalation; Command Execution,Web Enumeration; Cookie Analysis; Proxy Exploitation; WordPress Exploitation; Wordlist Generation; FTP Enumeration; Webshell Execution; Reverse Shell; PATH Hijacking,5-6 hours,5.5,13,Web + Multi-Service Exploitation (HTTP → FTP → WordPress → System)
98,PIPE,VulnHub,0,Linux,Web Server + SSH + RPC,Hard,3,Web Exploitation,Web Exploitation + Deserialization + Wildcard Privilege Escalation,HTTP Method Manipulation → JavaScript/PHP Serialization Analysis → Insecure Deserialization → Arbitrary File Write (Webshell Upload) → Remote Code Execution → Reverse Shell Execution → TTY Shell Upgrade → Cron Job Analysis → Wildcard Injection (tar checkpoint action) → SUID Permission Abuse (find) → Privilege Escalation → Flag Retrieval,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Burp Suite; HTTP Method Manipulation; Serialization Analysis; Insecure Deserialization; Arbitrary File Write; Webshell; Remote Code Execution; Reverse Shell; TTY Shell Upgrade; Cron Analysis; Wildcard Injection; SUID Abuse; Privilege Escalation,Web Enumeration; Request Manipulation; Serialization Analysis; Insecure Deserialization; Arbitrary File Write; Webshell Execution; Reverse Shell; TTY Shell Upgrade; Cron Analysis; Wildcard Injection; SUID Exploitation,3-4 hours,3.5,11,Web + System Exploitation (HTTP → Reverse Shell → Cron Abuse)
99,Fartknocker,VulnHub,0,Linux,Web Server + SSH,Hard,3,Network Exploitation,Network Exploitation + Port Knocking + Packet Analysis + Kernel Exploitation,"PCAP Analysis (Wireshark) → Port Knocking Sequence Discovery (7000,8000,9000) → Hidden Service Discovery (8888 + /burgerworld/) → TCP Stream Analysis → Encoded Clue Extraction (German → 1337) → Port Knocking (1,3,3,7 via Netcat) → Hidden Directory Discovery (/iamcornholio/) → Base64 Decoding → Multi-Port Knock Sequence (8888,9999,7777,6666) → SSH Access (butthead user) → Kernel Enumeration → Kernel Exploit Execution (ofs_32) → Root Access → Flag Retrieval",Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Packet Analysis; Port Knocking; Encoding/Decoding; Netcat; Service Enumeration; SSH Access; Kernel Enumeration; Kernel Exploitation; Privilege Escalation; Command Execution,Network Traffic Analysis; Port Knocking; Packet Analysis; Encoding/Decoding; Hidden File Discovery; SSH Access; Kernel Exploitation,4-5 hours,4.5,12,Network + Multi-Stage Exploitation (PCAP → Port Knocking → SSH → Kernel Exploit)
100,Bot Challeneg: Dexter,VulnHub,0,Linux,Web Server + SSH + RPC,Hard,3,Web Exploitation,Web Exploitation + Blind SQL Injection + Webshell + Bot Injection + Privilege Escalation,Web Enumeration (Dirbuster) → Blind SQL Injection (Base64 Encoded Parameter in gateway.php) → Credential Extraction (Exploit Script 31686.py) → Admin Panel Access → File Upload (PHP Webshell via panel/exes) → Reverse Shell (Meterpreter via msfvenom) → File Enumeration (/var/www) → Bot File Analysis (antitamper.list) → Malicious Payload Injection (Netcat Reverse Shell) → Root Shell Execution → Flag Retrieval,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Blind SQL Injection; Encoding/Decoding; Exploit Usage; Credential Extraction; Webshell Upload; Meterpreter; Reverse Shell; File Enumeration; Bot Injection; Privilege Escalation; Command Execution,Directory Bruteforce; Blind SQL Injection; Credential Extraction; Webshell Execution; Reverse Shell; File Enumeration; Bot Injection,4-5 hours,4.5,12,Web + Multi-Stage Exploitation (SQLi → Panel → Webshell → Bot Injection → Root)
101,Defense Space CTF 2017,VulnHub,0,Linux,,Hard,3,Web Exploitation,Multi-Stage Exploitation,Information Disclosure (Source Code + JS File) → Encoding/Decoding (Base64 → Hex → MD5) → Service Enumeration (Nmap Re-analysis → SSH Port Discovery) → Credential Extraction (SSH + Certificate Analysis) → Wordlist Generation (Crunch) → Directory Bruteforce (Dirb) → Information Disclosure (Hidden Pages + Base64 Flags) → Database Access (phpMyAdmin Default Credentials) → Credential Extraction,Recon → Initial Access → Credential Access → Lateral Movement → Credential Access → Collection,Enumeration; Source Code Analysis; Encoding/Decoding; Port Scanning; SSH Access; Certificate Analysis; Wordlist Generation; Directory Bruteforce; Database Enumeration; Credential Extraction,Information Disclosure; Encoding/Decoding; Service Enumeration; Credential Discovery; Directory Bruteforce; Database Exploitation; Credential Extraction,3-4 hours,3.5,11,Web Application (HTTP) → Network Service (SSH)
102,Super Mario,VulnHub,0,Linux,Web Server + SSH + Multi-Network,Hard,3,Mixed (Web + Network),Web + System + Pivoting Exploitation,Virtual Host Enumeration → Credential Brute Force (SSH) → SSH Access → Kernel Exploit (OverlayFS) → Network Pivoting → SSH Key Access → Credential Reuse → Kernel Exploit → Archive Password Cracking → Privilege Escalation,Recon → Credential Access → Initial Access → Privilege Escalation → Lateral Movement → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Wordlist Generation; Brute Force; SSH Access; Kernel Exploitation; Pivoting; Credential Reuse; Archive Cracking,Virtual Host Discovery; Brute Force; SSH Access; Kernel Exploitation; Network Pivoting; SSH Key Abuse; Archive Cracking,3-4 hours,3.5,11,"Web + System (HTTP, SSH)"
103,DonkeyDocker,VulnHub,0,Linux,Web Server + SSH + Docker,Medium,2,Web Exploitation,Web Exploitation + Container Escape,PHPMailer Version Disclosure → Remote Code Execution (CVE Exploit) → Reverse Shell → Credential Guessing → SSH Key Extraction → SSH Access → Docker Misconfiguration Abuse → Privilege Escalation,Recon → Initial Access → Execution → Credential Access → Lateral Movement → Privilege Escalation → Collection,Enumeration; Version Enumeration; Exploit Usage; Reverse Shell; Credential Extraction; SSH Access; Docker Exploitation; Privilege Escalation,Web Enumeration; Exploit Usage; Reverse Shell; Credential Extraction; SSH Key Abuse; Docker Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System (HTTP, SSH, Docker)"
104,Analougepond,VulnHub,0,Linux,SNMP + SSH + Multi-Host Network,Hard,3,Network Exploitation,Network Exploitation + Pivoting + Crypto + Steganography,SNMP Enumeration → Credential Discovery → SSH Access → Kernel Exploit → Network Pivoting → Port Forwarding → SSH Access (Second Host) → Configuration Abuse → Privilege Escalation → Steganography → Cryptographic Decoding → Credential Injection → Privilege Escalation,Recon → Credential Access → Initial Access → Privilege Escalation → Lateral Movement → Credential Access → Privilege Escalation → Collection,Enumeration; SNMP Enumeration; OSINT; Credential Guessing; SSH Access; Kernel Exploitation; Pivoting; Port Forwarding; Config Abuse; Steganography; Cryptography; Privilege Escalation,SNMP Enumeration; Credential Discovery; Network Pivoting; Config Abuse; Steganography; Encoding/Decoding; Pivoting,5-6 hours,5.5,14,"Network + System Exploitation (SNMP, SSH)"
105,Zico2,VulnHub,0,Linux,Web Server + Database + SSH,Medium,2,Web Exploitation,Web Exploitation + File Inclusion + Database Exploitation,Local File Inclusion → Credential Extraction → Database Exploitation → Remote Code Execution → Reverse Shell → Credential Reuse → Sudo Abuse → Privilege Escalation,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Local File Inclusion; Database Exploitation; Remote Code Execution; Reverse Shell; Credential Reuse; SSH Access; Sudo Abuse,Web Enumeration; Local File Inclusion; Database Exploitation; Remote Code Execution; Credential Extraction; Privilege Escalation,2-3 hours,2.5,8,"Web + System (HTTP, MySQL, SSH)"
106,Covfefe,VulnHub,0,Linux,Web Server + SSH,Medium,2,Binary Exploitation,Web Exploitation + SSH Key Abuse + Binary Exploitation,Directory Enumeration → SSH Key Exposure → SSH Key Cracking → SSH Access → Buffer Overflow Exploitation → Privilege Escalation,Recon → Credential Access → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Credential Extraction; SSH Key Cracking; SSH Access; Binary Exploitation; Privilege Escalation,Web Enumeration; SSH Key Exposure; Password Cracking; SSH Access; Binary Exploitation; Privilege Escalation,1-2 hours,1.5,7,"Web + System (HTTP, SSH)"
107,Depth,VulnHub,0,Linux,Web Server + Tomcat + SSH,Easy,1,Web Exploitation,Web Exploitation + Command Execution,Tomcat Enumeration → Command Execution → Reverse Shell → Sudo Misconfiguration → Privilege Escalation,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Web Enumeration; Command Execution; Reverse Shell; Sudo Abuse,Web Enumeration; Command Execution; Reverse Shell; Privilege Escalation,1-2 hours,1.5,6,"Web + System (HTTP, SSH)"
108,EvilScience,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + Log Poisoning + Privilege Escalation,Local File Inclusion → Log Poisoning → Remote Code Execution → Reverse Shell → Sudo Abuse → Privilege Escalation → Data Extraction,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Local File Inclusion; Log Poisoning; Remote Code Execution; Reverse Shell; Sudo Abuse; Data Extraction,Web Enumeration; Local File Inclusion; Log Poisoning; Remote Code Execution; Privilege Escalation; Data Extraction,2-3 hours,2.5,9,"Web + System (HTTP, SSH)"
109,DerpNStink,VulnHub,0,Linux,Web Server + WordPress + FTP + SSH,Hard,3,Web Exploitation,Web Exploitation + WordPress + Network Forensics,WordPress Enumeration → Plugin Exploitation → Remote Code Execution → Database Extraction → Hash Cracking → Credential Reuse → PCAP Analysis → SSH Access → Sudo Abuse → Privilege Escalation,Recon → Initial Access → Execution → Credential Access → Lateral Movement → Privilege Escalation → Collection,Enumeration; WordPress Exploitation; Exploit Usage; Database Extraction; Hash Cracking; Packet Analysis; SSH Access; Sudo Abuse,Web Enumeration; WordPress Exploitation; Credential Extraction; Hash Cracking; Network Traffic Analysis; Privilege Escalation,3-4 hours,3.5,11,"Web + Network + System Exploitation (HTTP, FTP, SSH)"
110,W1R3S.inc,VulnHub,0,Linux,Web Server + SSH,Easy,1,Web Exploitation,Web Exploitation + Credential Extraction + Privilege Escalation,Local File Inclusion → Credential Extraction → Password Cracking → SSH Access → Sudo Abuse → Privilege Escalation,Recon → Initial Access → Credential Access → Privilege Escalation → Collection,Enumeration; Local File Inclusion; Credential Extraction; Password Cracking; SSH Access; Sudo Abuse,Web Enumeration; Credential Extraction; Password Cracking; SSH Access; Privilege Escalation,1-2 hours,1.5,6,"Web + System (HTTP, SSH)"
111,Bob 1.0.1,VulnHub,0,Linux,Web Server + SSH,Hard,3,Web Exploitation,Web Exploitation + Cryptographic Analysis + Privilege Escalation,Command Injection → Reverse Shell → Credential Discovery → GPG Decryption → Credential Reuse → SSH Access → Sudo Abuse → Privilege Escalation,Recon → Initial Access → Execution → Credential Access → Lateral Movement → Privilege Escalation → Collection,Enumeration; Command Injection; Reverse Shell; Credential Extraction; Decryption; SSH Access; Sudo Abuse,Web Enumeration; Command Injection; Reverse Shell; Credential Discovery; Decryption; Privilege Escalation,3-4 hours,3.5,10,"Web + System + Crypto Exploitation (HTTP, SSH)"
112,Blackmarket,VulnHub,0,Linux,Web Server + FTP + Mail Server + SSH,Hard,3,Web Exploitation,Web Exploitation + Credential Chain + Steganography + Crypto,Source Code Disclosure → Base64 Decoding → Wordlist Generation → FTP Brute Force → FTP Access → SQL Injection → Database Dump → Credential Cracking → Mail Access → Steganography → Encoding Conversion → Backdoor Access → Reverse Shell → Credential Discovery → Sudo Abuse → Privilege Escalation,Recon → Initial Access → Credential Access → Lateral Movement → Execution → Privilege Escalation → Collection,Enumeration; Source Code Analysis; Encoding/Decoding; Wordlist Generation; Brute Force; FTP Access; SQL Injection; Database Extraction; Hash Cracking; Mail Enumeration; Steganography; Reverse Shell; Credential Extraction; Sudo Abuse,Web Enumeration; Brute Force; SQL Injection; Database Exploitation; Mail Enumeration; Steganography; Encoding/Decoding; Backdoor Upload; Privilege Escalation,4-5 hours,4.5,13,"Web + System + Network Exploitation (HTTP, FTP, Mail, SSH)"
113,Blacklight 1,VulnHub,0,Linux,Web Server + Custom Service,Medium,2,Web Exploitation,Web Exploitation + Custom Service Interaction + Steganography,Directory Enumeration → robots.txt Analysis → Port Discovery → Custom Service Exploitation → Reverse Shell → Root Access → Steganography Extraction,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Service Interaction; Reverse Shell; Steganography; Privilege Escalation,Web Enumeration; Hidden Service Discovery; Reverse Shell; Steganography Extraction,1-2 hours,1.5,6,"Web + System Exploitation (HTTP, Custom Service)"
114,GoldenEye 1,VulnHub,0,Linux,Web Server + POP3 + Moodle CMS + SSH,Hard,3,Web Exploitation,Web Exploitation + Mail + CMS Exploitation + Kernel Exploitation,Source Code Analysis → Password Decoding → POP3 Brute Force → Mail Enumeration → Credential Extraction → Domain Enumeration → CMS Exploitation → Remote Code Execution → Kernel Exploit → Privilege Escalation,Recon → Credential Access → Initial Access → Lateral Movement → Execution → Privilege Escalation → Collection,Enumeration; Source Code Analysis; Encoding/Decoding; Brute Force; Mail Service Access; Mail Enumeration; Credential Extraction; CMS Exploitation; Exploit Usage; Kernel Exploitation; Privilege Escalation,Web Enumeration; Brute Force; Mail Enumeration; CMS Exploitation; Remote Code Execution; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Mail Exploitation (HTTP, POP3, SSH)"
115,Temple of Doom,VulnHub,0,Linux,Node.js Web Application + SSH + System Services,Hard,3,Web Exploitation,Web Exploitation + Deserialization + Service Exploitation + Privilege Escalation,Cookie Interception → Encoding/Decoding → Deserialization Exploit → Remote Code Execution → Reverse Shell → Service Exploitation → Sudo Abuse → Privilege Escalation,Recon → Initial Access → Execution → Lateral Movement → Privilege Escalation → Collection,Enumeration; Burp Suite; Encoding/Decoding; Insecure Deserialization; Remote Code Execution; Reverse Shell; Service Exploitation; Sudo Abuse,Web Enumeration; Insecure Deserialization; Remote Code Execution; Service Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System Exploitation (HTTP, Node.js, SSH)"
116,Wakanda 1,VulnHub,0,Linux,Web Server + SSH + RPC,Hard,3,Web Exploitation,Web Exploitation + File Inclusion + Privilege Escalation via Sudo Abuse,Local File Inclusion (php filter) → Base64 Decoding → Credential Extraction → SSH Login → File Enumeration → Writable Script Abuse (antivirus.py) → Reverse Shell Execution → Credential Extraction (devops user) → Sudo Misconfiguration (pip) → Fake Pip Exploitation → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Local File Inclusion; Encoding/Decoding; Credential Extraction; SSH Access; File Enumeration; Script Abuse; Reverse Shell; Credential Reuse; Sudo Abuse; Privilege Escalation; Command Execution,Web Enumeration; Local File Inclusion; Encoding/Decoding; Credential Extraction; SSH Access; Writable Script Abuse; Reverse Shell; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System Exploitation (HTTP, SSH, RPC)"
117,ch4inrulz 1.0.1,VulnHub,0,Linux,Web Server + API + SSH,Hard,3,Web Exploitation,Web Exploitation + File Inclusion + File Upload + Kernel Exploitation,Directory Enumeration → API Enumeration → Local File Inclusion (POST parameter bypass) → Backup File Discovery (index.html.bak) → Password Hash Extraction → Password Cracking → Authenticated Access → File Upload Bypass (PHP shell disguised as GIF) → Reverse Shell Execution → Kernel Exploit Execution → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; API Enumeration; Local File Inclusion; Backup File Discovery; Hash Extraction; Password Cracking; File Upload Bypass; Reverse Shell; Kernel Exploitation; Privilege Escalation; Command Execution,Web Enumeration; API Enumeration; Local File Inclusion; Backup File Discovery; Hash Cracking; Authenticated Access; File Upload Bypass; Reverse Shell; Kernel Exploitation,3-4 hours,3.5,11,"Web + System Exploitation (HTTP, API, SSH)"
118,MinU 1,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + Remote Code Execution + Token Cracking,Directory Enumeration → Remote Code Execution (Command Injection) → WAF Bypass → File Enumeration → Token Extraction (JWT from file) → JWT Cracking (c-jwt-cracker) → Payload Generation (msfvenom ELF) → File Upload (wget) → Reverse Shell Execution → TTY Shell Upgrade → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Command Injection; WAF Bypass; File Enumeration; Token Extraction; JWT Cracking; Payload Generation; File Upload; Reverse Shell; TTY Shell Upgrade; Privilege Escalation,Web Enumeration; Remote Code Execution; WAF Bypass; File Enumeration; JWT Cracking; Payload Generation; Reverse Shell; TTY Shell Upgrade; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
119,Raven,VulnHub,0,Linux,Web Server + WordPress + MySQL + SSH,Hard,3,Web Exploitation,Web Exploitation + Credential Attack + Database Exploitation + Privilege Escalation,WordPress Enumeration → User Enumeration → SSH Brute Force → Initial Access → System Enumeration (LinEnum) → Credential Extraction (wp-config.php) → Database Exploitation (MySQL UDF Injection) → Shared Library Upload → Privilege Escalation (setuid find abuse) → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; WordPress Exploitation; User Enumeration; SSH Brute Force; System Enumeration; Credential Extraction; Database Exploitation; UDF Injection; File Upload; Privilege Escalation; Command Execution,Web Enumeration; WordPress Enumeration; SSH Brute Force; System Enumeration (LinEnum); Credential Extraction; Database Exploitation; Kernel Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH, MySQL)"
120,Raven 2,VulnHub,0,Linux,Web Server + WordPress + MySQL + SSH,Hard,3,Web Exploitation,Web Exploitation + Remote Code Execution + Database Exploitation + Privilege Escalation,Directory Enumeration → File Discovery (vendor directory) → Version Disclosure → Remote Code Execution (PHPMailer exploit) → Backdoor Upload → Reverse Shell Execution → Credential Extraction (wp-config.php) → System Enumeration (LinEnum) → Database Exploitation (MySQL UDF Injection) → Privilege Escalation (setuid find abuse) → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Version Enumeration; Remote Code Execution; Exploit Usage; Backdoor Upload; Reverse Shell; Credential Extraction; System Enumeration; Database Exploitation; UDF Injection; Privilege Escalation; Command Execution,Web Enumeration; File Discovery; Version Enumeration; Remote Code Execution; File Upload; Reverse Shell; Credential Extraction; System Enumeration (LinEnum); Database Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH, MySQL)"
121,Escalate_Linux 1,VulnHub,0,Linux,Web Server + System Services + Multiple Users,Hard,3,Web Exploitation,Web Exploitation + Command Injection + Privilege Escalation Techniques,Command Injection (web shell) → Reverse Shell (Metasploit web_delivery) → TTY Shell Upgrade → System Enumeration (LinEnum) → Multi-User Enumeration → Privilege Escalation (SUID Exploit) → Privilege Escalation (PATH Variable Abuse) → Credential Extraction (/etc/shadow) → Password Cracking → Privilege Escalation (Sudo Abuse) → Privilege Escalation (Cron Job Exploitation) → Privilege Escalation (Writable /etc/passwd) → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Command Injection; Reverse Shell; TTY Shell Upgrade; System Enumeration; Linux Enumeration; SUID Abuse; PATH Hijacking; Credential Extraction; Password Cracking; Sudo Abuse; Cron Abuse; File Permission Abuse; Privilege Escalation,Web Enumeration; Command Injection; Reverse Shell; TTY Shell Upgrade; System Enumeration (LinEnum); SUID Exploitation; PATH Hijacking; Credential Extraction; Hash Cracking; Sudo Exploitation; Cron Abuse; File Permission Abuse; Privilege Escalation,4-5 hours,4.5,13,"Web + System Exploitation (HTTP, System)"
122,Mercy,VulnHub,0,Linux,Web Server + SMB + Tomcat + SSH + Mail Services,Hard,3,Network Exploitation,Network Exploitation + Port Knocking + Web Exploitation + Credential Chain + Privilege Escalation,Base64 Decoding → SMB Enumeration (enum4linux) → SMB Access → Configuration File Extraction → Port Knocking → Web Enumeration → Local File Inclusion (RIPS exploit) → Credential Extraction (Tomcat users) → Tomcat Exploitation (Manager Upload via Metasploit) → Reverse Shell Execution → Writable Script Abuse (timeclock) → Payload Injection → Reverse Shell → Privilege Escalation → Root Access,Recon → Credential Access → Initial Access → Execution → Lateral Movement → Privilege Escalation → Collection,Enumeration; Encoding/Decoding; SMB Enumeration; SMB Access; Config Extraction; Port Knocking; Local File Inclusion; Credential Extraction; Tomcat Exploitation; Reverse Shell; Script Abuse; Payload Injection; Privilege Escalation; Command Execution,Network Enumeration; SMB Enumeration; Credential Extraction; Port Knocking; Web Enumeration; Local File Inclusion; Tomcat Exploitation (Manager Upload); Reverse Shell; Writable Script Abuse; Privilege Escalation,4-5 hours,4.5,13,"Web + Network + System Exploitation (HTTP, SMB, Tomcat, SSH)"
123,KFIOFan 1,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,HTTP Authentication Bypass (OSINT + Geo Coordinates) → Directory Enumeration (robots.txt) → SQL Injection → Database Enumeration → Credential Extraction (SSH Key) → SSH Login (RSA Key) → Privilege Escalation (Sudo Misconfiguration - awk) → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; OSINT; Authentication Bypass; Directory Bruteforce; SQL Injection; Database Enumeration; Credential Extraction; SSH Key Extraction; SSH Access; Sudo Abuse; Privilege Escalation,Web Enumeration; Authentication Bypass; Directory Enumeration (robots.txt); SQL Injection; Database Enumeration; Credential Extraction; SSH Access; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
124,RootThis 1,VulnHub,0,Linux,Web Server + Drupal CMS + System,Medium,2,Web Exploitation,Web Exploitation + Backup File Disclosure + Credential Cracking + Privilege Escalation,Directory Enumeration → Backup File Discovery → ZIP Password Cracking (fcrackzip) → SQL File Extraction → Hash Extraction → Password Cracking (John the Ripper) → CMS Login (Drupal) → Remote Code Execution (PHP Web Shell) → Reverse Shell → TTY Upgrade (socat) → Local Password Brute Force (sucrack) → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Archive Cracking; Hash Extraction; Password Cracking; CMS Exploitation; Remote Code Execution; Reverse Shell; TTY Shell Upgrade; Brute Force; Privilege Escalation,Web Enumeration; Backup File Discovery; Archive Cracking; Hash Cracking; CMS Exploitation (Drupal); Remote Code Execution; Reverse Shell; TTY Shell Upgrade; Brute Force; Privilege Escalation,3-4 hours,3.5,11,"Web + System + CMS Exploitation (HTTP, Drupal)"
